accX_means5,accY_means5,accZ_means5,accX_medians5,accY_medians5,accZ_medians5,accX_maxes5,accY_maxes5,accZ_maxes5,accX_mins5,accY_mins5,accZ_mins5,accX_variances5,accY_variances5,accZ_variances5,accX_means10,accY_means10,accZ_means10,accX_medians10,accY_medians10,accZ_medians10,accX_maxes10,accY_maxes10,accZ_maxes10,accX_mins10,accY_mins10,accZ_mins10,accX_variances10,accY_variances10,accZ_variances10,accX_means20,accY_means20,accZ_means20,accX_medians20,accY_medians20,accZ_medians20,accX_maxes20,accY_maxes20,accZ_maxes20,accX_mins20,accY_mins20,accZ_mins20,accX_variances20,accY_variances20,accZ_variances20,accX_means30,accY_means30,accZ_means30,accX_medians30,accY_medians30,accZ_medians30,accX_maxes30,accY_maxes30,accZ_maxes30,accX_mins30,accY_mins30,accZ_mins30,accX_variances30,accY_variances30,accZ_variances30,tags
2.59436118,4.178085183,8.24719545,2.904045,4.426685,8.17944,5.49206,7.39537,10.3281,-1.87458,1.22817,5.18083,1.207726161,1.103423504,0.353500363,2.59436118,4.178085183,8.24719545,2.904045,4.426685,8.17944,5.49206,7.39537,10.3281,-1.87458,1.22817,5.18083,1.207726161,1.103423504,0.353500363,2.59436118,4.178085183,8.24719545,2.904045,4.426685,8.17944,5.49206,7.39537,10.3281,-1.87458,1.22817,5.18083,1.207726161,1.103423504,0.353500363,2.59436118,4.178085183,8.24719545,2.904045,4.426685,8.17944,5.49206,7.39537,10.3281,-1.87458,1.22817,5.18083,1.207726161,1.103423504,0.353500363,1
2.631673217,3.666597988,8.378703375,2.895665,4.28903,8.16627,7.04344,7.61563,13.9767,-1.87458,-1.13001,4.12024,1.197992245,2.436247746,0.638804696,2.631673217,3.666597988,8.378703375,2.895665,4.28903,8.16627,7.04344,7.61563,13.9767,-1.87458,-1.13001,4.12024,1.197992245,2.436247746,0.638804696,2.631673217,3.666597988,8.378703375,2.895665,4.28903,8.16627,7.04344,7.61563,13.9767,-1.87458,-1.13001,4.12024,1.197992245,2.436247746,0.638804696,2.631673217,3.666597988,8.378703375,2.895665,4.28903,8.16627,7.04344,7.61563,13.9767,-1.87458,-1.13001,4.12024,1.197992245,2.436247746,0.638804696,1
2.032083138,2.592064004,8.782412094,1.91528,3.10754,8.935975,7.04344,7.61563,13.9767,-1.87458,-1.13001,4.12024,1.524596563,3.945541117,0.759820177,2.032083138,2.592064004,8.782412094,1.91528,3.10754,8.935975,7.04344,7.61563,13.9767,-1.87458,-1.13001,4.12024,1.524596563,3.945541117,0.759820177,2.032083138,2.592064004,8.782412094,1.91528,3.10754,8.935975,7.04344,7.61563,13.9767,-1.87458,-1.13001,4.12024,1.524596563,3.945541117,0.759820177,2.032083138,2.592064004,8.782412094,1.91528,3.10754,8.935975,7.04344,7.61563,13.9767,-1.87458,-1.13001,4.12024,1.524596563,3.945541117,0.759820177,1
1.719107586,2.038579001,8.986020092,0.9336985,0.566204,9.560835,7.04344,7.61563,13.9767,-1.87458,-1.13001,4.12024,1.43735963,3.878214874,0.694235609,1.719107586,2.038579001,8.986020092,0.9336985,0.566204,9.560835,7.04344,7.61563,13.9767,-1.87458,-1.13001,4.12024,1.43735963,3.878214874,0.694235609,1.719107586,2.038579001,8.986020092,0.9336985,0.566204,9.560835,7.04344,7.61563,13.9767,-1.87458,-1.13001,4.12024,1.43735963,3.878214874,0.694235609,1.719107586,2.038579001,8.986020092,0.9336985,0.566204,9.560835,7.04344,7.61563,13.9767,-1.87458,-1.13001,4.12024,1.43735963,3.878214874,0.694235609,1
1.530010285,1.704623793,9.107479417,0.809205,0.418967,9.58358,7.04344,7.61563,13.9767,-1.87458,-1.13001,4.12024,1.292925563,3.548589832,0.614388136,1.530010285,1.704623793,9.107479417,0.809205,0.418967,9.58358,7.04344,7.61563,13.9767,-1.87458,-1.13001,4.12024,1.292925563,3.548589832,0.614388136,1.530010285,1.704623793,9.107479417,0.809205,0.418967,9.58358,7.04344,7.61563,13.9767,-1.87458,-1.13001,4.12024,1.292925563,3.548589832,0.614388136,1.530010285,1.704623793,9.107479417,0.809205,0.418967,9.58358,7.04344,7.61563,13.9767,-1.87458,-1.13001,4.12024,1.292925563,3.548589832,0.614388136,1
1.164219902,0.942013208,9.37585856,0.78287,0.380662,9.58836,7.04344,7.61563,13.9767,-1.72375,-1.13001,4.12024,0.808261169,1.88147587,0.370097997,1.402576782,1.481358538,9.187748042,0.792447,0.390238,9.58597,7.04344,7.61563,13.9767,-1.87458,-1.13001,4.12024,1.158670534,3.206328904,0.54420973,1.402576782,1.481358538,9.187748042,0.792447,0.390238,9.58597,7.04344,7.61563,13.9767,-1.87458,-1.13001,4.12024,1.158670534,3.206328904,0.54420973,1.402576782,1.481358538,9.187748042,0.792447,0.390238,9.58597,7.04344,7.61563,13.9767,-1.87458,-1.13001,4.12024,1.158670534,3.206328904,0.54420973,1
0.805484918,0.384349438,9.587896617,0.775688,0.373479,9.59076,1.99668,4.19446,11.4031,-1.35745,-0.371085,6.37788,0.013017701,0.008091336,0.005556786,1.327253004,1.322134738,9.242412833,0.787659,0.383056,9.58358,7.04344,7.61563,13.9767,-1.87458,-1.13001,4.12024,1.032144107,2.900562107,0.484844391,1.327253004,1.322134738,9.242412833,0.787659,0.383056,9.58358,7.04344,7.61563,13.9767,-1.87458,-1.13001,4.12024,1.032144107,2.900562107,0.484844391,1.327253004,1.322134738,9.242412833,0.787659,0.383056,9.58358,7.04344,7.61563,13.9767,-1.87458,-1.13001,4.12024,1.032144107,2.900562107,0.484844391,1
0.885070389,0.370726227,9.5768296,0.778082,0.371085,9.58597,1.7453,0.684712,9.74877,0.53149,-0.371085,8.43202,0.038930519,0.000521538,0.001297399,1.31520017,1.203727893,9.278923035,0.802023,0.380662,9.57879,7.04344,7.61563,13.9767,-1.87458,-1.13001,4.12024,0.904270654,2.636117269,0.433589074,1.31520017,1.203727893,9.278923035,0.802023,0.380662,9.57879,7.04344,7.61563,13.9767,-1.87458,-1.13001,4.12024,0.904270654,2.636117269,0.433589074,1.31520017,1.203727893,9.278923035,0.802023,0.380662,9.57879,7.04344,7.61563,13.9767,-1.87458,-1.13001,4.12024,0.904270654,2.636117269,0.433589074,1
0.95972638,0.372721308,9.565425793,0.790053,0.371085,9.5764,1.7453,0.684712,9.9379,0.53149,-0.371085,8.43202,0.050757314,0.000628739,0.00153603,1.297229138,1.113102505,9.307912148,0.849905,0.380662,9.574,7.04344,7.61563,13.9767,-1.87458,-1.13001,4.12024,0.80928444,2.408933545,0.392237896,1.297229138,1.113102505,9.307912148,0.849905,0.380662,9.574,7.04344,7.61563,13.9767,-1.87458,-1.13001,4.12024,0.80928444,2.408933545,0.392237896,1.297229138,1.113102505,9.307912148,0.849905,0.380662,9.574,7.04344,7.61563,13.9767,-1.87458,-1.13001,4.12024,0.80928444,2.408933545,0.392237896,1
1.055483151,0.376262975,9.551989423,1.12523,0.373479,9.55006,1.7453,0.684712,9.9379,0.53149,-0.371085,8.43202,0.061088471,0.00083535,0.001689558,1.292746718,1.040443384,9.32973442,0.931304,0.380662,9.56442,7.04344,7.61563,13.9767,-1.87458,-1.13001,4.12024,0.733197548,2.215625906,0.35739302,1.292746718,1.040443384,9.32973442,0.931304,0.380662,9.56442,7.04344,7.61563,13.9767,-1.87458,-1.13001,4.12024,0.733197548,2.215625906,0.35739302,1.292746718,1.040443384,9.32973442,0.931304,0.380662,9.56442,7.04344,7.61563,13.9767,-1.87458,-1.13001,4.12024,0.733197548,2.215625906,0.35739302,1
